"Date"	"SeriesID"	"value"	"Description"	"Adjustment"
1997-07-01	"A2413051X"	652918000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1997-08-01	"A2413051X"	631603000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1997-09-01	"A2413051X"	695373000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1997-10-01	"A2413051X"	682545000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1997-11-01	"A2413051X"	617381000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1997-12-01	"A2413051X"	633704000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-01-01	"A2413051X"	521010000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-02-01	"A2413051X"	646187000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-03-01	"A2413051X"	697119000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-04-01	"A2413051X"	661433000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-05-01	"A2413051X"	671328000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-06-01	"A2413051X"	781940000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-07-01	"A2413051X"	731876000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-08-01	"A2413051X"	653081000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-09-01	"A2413051X"	709426000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-10-01	"A2413051X"	675853000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-11-01	"A2413051X"	666648000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1998-12-01	"A2413051X"	683040000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-01-01	"A2413051X"	524478000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-02-01	"A2413051X"	702066000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-03-01	"A2413051X"	934493000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-04-01	"A2413051X"	769642000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-05-01	"A2413051X"	818051000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-06-01	"A2413051X"	884023000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-07-01	"A2413051X"	825264000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-08-01	"A2413051X"	884166000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-09-01	"A2413051X"	925200000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-10-01	"A2413051X"	930224000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-11-01	"A2413051X"	994970000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
1999-12-01	"A2413051X"	882841000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-01-01	"A2413051X"	699028000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-02-01	"A2413051X"	932566000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-03-01	"A2413051X"	868230000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-04-01	"A2413051X"	616327000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-05-01	"A2413051X"	735063000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-06-01	"A2413051X"	563055000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-07-01	"A2413051X"	500117000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-08-01	"A2413051X"	561467000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-09-01	"A2413051X"	500764000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-10-01	"A2413051X"	498712000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-11-01	"A2413051X"	514353000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2000-12-01	"A2413051X"	472389000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-01-01	"A2413051X"	422708000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-02-01	"A2413051X"	476572000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-03-01	"A2413051X"	625141000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-04-01	"A2413051X"	588911000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-05-01	"A2413051X"	838890000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-06-01	"A2413051X"	855429000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-07-01	"A2413051X"	938461000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-08-01	"A2413051X"	957772000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-09-01	"A2413051X"	836723000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-10-01	"A2413051X"	958352000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-11-01	"A2413051X"	956357000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2001-12-01	"A2413051X"	927019000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-01-01	"A2413051X"	900513000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-02-01	"A2413051X"	785696000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-03-01	"A2413051X"	802312000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-04-01	"A2413051X"	788662000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-05-01	"A2413051X"	923730000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-06-01	"A2413051X"	821690000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-07-01	"A2413051X"	1002363000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-08-01	"A2413051X"	875926000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-09-01	"A2413051X"	778608000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-10-01	"A2413051X"	834230000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-11-01	"A2413051X"	787884000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2002-12-01	"A2413051X"	744966000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-01-01	"A2413051X"	715266000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-02-01	"A2413051X"	829338000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-03-01	"A2413051X"	840222000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-04-01	"A2413051X"	857607000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-05-01	"A2413051X"	1012160000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-06-01	"A2413051X"	964314000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-07-01	"A2413051X"	1143798000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-08-01	"A2413051X"	980854000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-09-01	"A2413051X"	1045041000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-10-01	"A2413051X"	1090560000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-11-01	"A2413051X"	981965000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2003-12-01	"A2413051X"	1010805000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-01-01	"A2413051X"	768679000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-02-01	"A2413051X"	836578000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-03-01	"A2413051X"	1006645000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-04-01	"A2413051X"	899755000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-05-01	"A2413051X"	1013529000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-06-01	"A2413051X"	1034683000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-07-01	"A2413051X"	1052738000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-08-01	"A2413051X"	1019743000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-09-01	"A2413051X"	1009696000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-10-01	"A2413051X"	925830000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-11-01	"A2413051X"	983027000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2004-12-01	"A2413051X"	981242000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-01-01	"A2413051X"	737677000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-02-01	"A2413051X"	886409000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-03-01	"A2413051X"	1015010000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-04-01	"A2413051X"	976879000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-05-01	"A2413051X"	1095080000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-06-01	"A2413051X"	1089575000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-07-01	"A2413051X"	1023795000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-08-01	"A2413051X"	1107911000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-09-01	"A2413051X"	1047572000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-10-01	"A2413051X"	961590000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-11-01	"A2413051X"	1033603000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2005-12-01	"A2413051X"	989897000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-01-01	"A2413051X"	830281000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-02-01	"A2413051X"	942245000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-03-01	"A2413051X"	1117141000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-04-01	"A2413051X"	883281000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-05-01	"A2413051X"	1206646000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-06-01	"A2413051X"	1199602000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-07-01	"A2413051X"	1189601000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-08-01	"A2413051X"	1306721000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-09-01	"A2413051X"	1105285000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-10-01	"A2413051X"	1139686000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-11-01	"A2413051X"	1173144000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2006-12-01	"A2413051X"	1031582000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-01-01	"A2413051X"	943302000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-02-01	"A2413051X"	991984000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-03-01	"A2413051X"	1161053000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-04-01	"A2413051X"	1003470000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-05-01	"A2413051X"	1343940000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-06-01	"A2413051X"	1262521000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-07-01	"A2413051X"	1262986000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-08-01	"A2413051X"	1367965000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-09-01	"A2413051X"	1201418000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-10-01	"A2413051X"	1366672000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-11-01	"A2413051X"	1255333000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2007-12-01	"A2413051X"	1109614000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-01-01	"A2413051X"	1025024000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-02-01	"A2413051X"	1149959000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-03-01	"A2413051X"	1062412000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-04-01	"A2413051X"	1232260000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-05-01	"A2413051X"	1248122000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-06-01	"A2413051X"	1123669000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-07-01	"A2413051X"	1218602000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-08-01	"A2413051X"	1044788000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-09-01	"A2413051X"	1070681000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-10-01	"A2413051X"	1122464000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-11-01	"A2413051X"	969759000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2008-12-01	"A2413051X"	1139100000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-01-01	"A2413051X"	977117000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-02-01	"A2413051X"	1154367000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-03-01	"A2413051X"	1492175000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-04-01	"A2413051X"	1494900000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-05-01	"A2413051X"	1740923000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-06-01	"A2413051X"	1850797000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
2009-07-01	"A2413051X"	1889415000	"Owner Occupation (Secured Finance) - Construction of dwellings ;"	"Original"
